交易日期,策略名称,持有股票代码,涨跌幅,equity_curve,指数涨跌幅,benchmark
2007-04-16,Galileo_week_5,sh600059 sh600063 sh600352 sh600660 sh600888 ,0.02125698227881978,1.0212569822788198,0.027378890140507206,1.0273788901405072
2007-04-17,Galileo_week_5,sh600059 sh600063 sh600352 sh600660 sh600888 ,0.003719785993864466,1.0250558396976368,0.00847665847665846,1.0360876301183568
2007-04-18,Galileo_week_5,sh600059 sh600063 sh600352 sh600660 sh600888 ,0.04058841521613066,1.0666612317390038,0.006364965282007473,1.0426822919131775
2007-04-19,Galileo_week_5,sh600059 sh600063 sh600352 sh600660 sh600888 ,-0.05712058138329512,1.0057329220430502,-0.04666364049024052,0.994026940297801
2007-04-20,Galileo_week_5,sh600059 sh600063 sh600352 sh600660 sh600888 ,0.04766460001931172,1.0536707794984859,0.044116433355553486,1.0378798635630737
2007-04-23,Galileo_week_5,sh600082 sh600189 sh600423 sh600666 sh600766 ,0.025949970352325602,1.0810135049875833,0.04318270259752888,1.0826983210432817
2007-04-24,Galileo_week_5,sh600082 sh600189 sh600423 sh600666 sh600766 ,0.037232026157232534,1.1212618280816027,0.004045090519100514,1.08707793375678
2007-04-25,Galileo_week_5,sh600082 sh600189 sh600423 sh600666 sh600766 ,-0.0007164341697463161,1.1204585177947328,0.000893997445721606,1.088049778652859
2007-04-26,Galileo_week_5,sh600082 sh600189 sh600423 sh600666 sh600766 ,0.0021442051602253986,1.122861010730407,0.01313698423561882,1.1023434714425902
2007-04-27,Galileo_week_5,sh600082 sh600189 sh600423 sh600666 sh600766 ,-0.030053135676657794,1.0891155164288968,-0.0066006789596917415,1.0950672560842856
2007-04-30,Galileo_week_5,sh600265 sh600373 sh600559 sh600571 sh600634 ,0.007409671791501982,1.0971855049486672,0.025411177575694666,1.122894204585972
2007-05-08,Galileo_week_5,sh600070 sh600265 sh600559 sh600712 sh600791 ,0.025823255846726845,1.1255184069542767,0.035777009084752676,1.1630680007446605
2007-05-09,Galileo_week_5,sh600070 sh600265 sh600559 sh600712 sh600791 ,0.03083471758921852,1.160223449174179,0.004137242507521677,1.1678798951164797
